overlay_borrow_ratio,hyper_borrow_ratio,hyper_short_leverage,funding_weight,borrow_weight,start_equity,end_equity,total_pnl,total_return,annualized_return,funding_pnl,borrow_interest,gross_carry_pnl,setup_cost,close_cost,operation_cost,net_carry_pnl,directional_pnl,max_drawdown,annualized_vol,sharpe,funding_events,min_ltv,max_ltv,min_health_factor,carry_entries,carry_exits,carry_time_share,spot_time_share,long_perp_time_share,short_perp_time_share,edge_apr_mean,edge_apr_median,edge_apr_q75,edge_apr_positive_share
0.6,1.15,6.0,6.8999999999999995,1.75,9575599.0,29574987.813258238,19999388.813258238,2.088578355595116,2.088578355595116,3246811.0482165366,783091.4729843345,2463719.575232202,145599.25975,587713.8299999998,733313.0897499998,1730406.4854822024,17535669.238026038,-1.1665374129710986,93.32758900637106,-1.0554746861941462,1095,0.0,2.6442520926316417,0.30254301480151813,18,17,0.8496746946695583,0.15032530533044172,0.0,0.8496746946695583,0.22036111614037732,0.2264819240307778,0.36168604667264503,0.8519872087711283
0.2,1.15,6.0,6.8999999999999995,1.3499999999999999,9575599.0,29319540.503325377,19743941.503325377,2.0619014542406564,2.0619014542406564,3269226.558655572,607361.7373922048,2661864.8212633673,92607.661125,453839.2632999999,546446.9244249999,2115417.8968383675,17082076.682062007,-1.3374225767282404,274.42990322085205,0.8984342638981753,1095,0.0,7.801059344689758,0.10255017487395045,15,14,0.8661111745234562,0.13388882547654377,0.0,0.8661111745234562,0.24095089773680098,0.24865165599889572,0.3826338276933218,0.8675194152581087
0.8,1.15,5.75,6.6125,1.95,9575599.0,29274324.242374472,19698725.242374472,2.0571794247414155,2.0571794247414155,3092156.8691096343,862080.1346165028,2230076.7344931317,177739.68225000004,638734.6468937501,816474.3291437501,1413602.4053493817,17468648.50788134,-1.0031715835899409,6.672869228320386,0.2376884788590785,1095,0.0,2.042612585105699,0.3916552780656653,20,19,0.8387170414336264,0.1612829585663737,0.0,0.8387170414336264,0.19713116656613505,0.20185978336643812,0.3329589893129769,0.8410232983097304
0.1,1.15,5.75,6.6125,1.25,9575599.0,29049541.059965312,19473942.059965312,2.033704842899678,2.033704842899678,3133590.0691197067,562869.152551956,2570720.9165677507,85747.834375,428875.3319249999,514623.1662999999,2056097.7502677508,16903221.143397562,-1.2872362135924442,111.92732977448162,0.6249763421101374,1095,0.0,8.395111148154522,0.09529355667624036,15,14,0.8670243122931173,0.13297568770688278,0.0,0.8670243122931173,0.23316328435987646,0.240725015855459,0.3689428572419646,0.8684330744632253
0.5,1.15,6.0,6.8999999999999995,1.65,9575599.0,28795676.32325203,19220077.32325203,2.0071932130044323,2.0071932130044323,3253249.0004874975,737786.4777738075,2515462.52271369,123351.76012500002,518231.11309999996,641582.873225,1873879.64948869,16704614.800538339,-1.2342970486491711,613.3569294086327,-1.0282601439035253,1095,0.0,3.182187465359365,0.2513993938787814,16,15,0.8533272457482023,0.14667275425179774,0.0,0.8533272457482023,0.22550856153948326,0.23196242955420587,0.3667494434720846,0.8565555047967108
0.1,1.15,6.0,6.8999999999999995,1.25,9575599.0,28748498.380128726,19172899.380128726,2.002266320898434,2.002266320898434,3273708.699539817,567367.0230716771,2706341.67646814,79282.40437500001,411868.7054999999,491151.10987499997,2215190.56659314,16466557.703660587,-1.3070830503829427,198.63120053909853,-0.9012071590328578,1095,0.0,9.028043258141857,0.08861277877446228,14,13,0.8715900011414223,0.1284099988585778,0.0,0.8715900011414223,0.2460983431359069,0.25421473148045903,0.38757971899422894,0.8730013704888077
0.6,1.15,5.75,6.6125,1.75,9575599.0,28620138.094718732,19044539.094718732,1.9888613855612303,1.98886138556123,3102580.9848140217,783587.7837958478,2318993.201018174,161702.90587500003,631426.0334812498,793128.9393562499,1525864.2616619244,16725545.893700559,-1.1424188486981275,105.62077501195205,-0.4111379406409891,1095,0.0,2.5975810142534357,0.30797884478298976,20,19,0.8469352813605753,0.15306471863942472,0.0,0.8469352813605753,0.20742605736434686,0.21298801090577782,0.3425092115486712,0.8492462311557789
0.7,1.15,5.5,6.324999999999999,1.8499999999999999,9575599.0,28537303.578748874,18961704.578748874,1.9802108023475997,1.9802108023475995,2957715.266104867,817870.8969438608,2139844.3691610065,168624.82675,605343.7968874999,773968.6236374999,1365875.7455235068,16821860.20958787,-0.9810586587647748,3.156331516000617,1.8732720180749634,1095,0.0,2.072521026158363,0.3860033215117169,20,19,0.8387170414336264,0.1612829585663737,0.0,0.8387170414336264,0.1893435531892105,0.19392998401110795,0.3190969071473541,0.841936957514847
0.5,1.15,5.75,6.6125,1.65,9575599.0,28520150.851609394,18944551.851609394,1.9784195068746502,1.9784195068746504,3114520.191560463,738626.7584594084,2375893.4331010547,137229.62385000003,557348.6154499998,694578.2392999998,1681315.193801055,16568658.41850834,-1.1716830331683452,38.14741661547258,0.456506529817053,1095,0.0,2.8774335159019673,0.278025537541996,18,17,0.8505878324392193,0.14941216756078074,0.0,0.8505878324392193,0.2125735027634528,0.21855212467544766,0.3481396762280328,0.8529008679762449
0.2,1.15,5.75,6.6125,1.3499999999999999,9575599.0,28238688.42136663,18663089.42136663,1.9490257916362859,1.949025791636286,3131333.851097606,606069.8109136017,2525264.040184004,98849.56769999999,466933.3143749999,565782.8820749999,1959481.1581090044,16137825.381182624,-1.2221458171822563,1365.0838574328752,-0.12224080072013148,1095,0.0,4.625488888619623,0.17295469068540834,16,15,0.8633717612144732,0.13662823878552677,0.0,0.8633717612144732,0.22801583896077054,0.2349959089394696,0.36390878019332185,0.8647784376427593
